Warning: {
	Model use is disabled for problem with categorical variables.
} 
Warning: {
	Default anisotropic mesh is disabled with categorical and binary variables.
} 

MADS run {

	BBE	(	SOL	)	OBJ

	4820	(	2 0 4308.1246647783 2 5691.8743491833 )	53.9035184462 (ExtendedPoll#50)
	4824	(	2 0 4308.1208413138 2 5691.8781550898 )	53.9035142224 (ExtendedPoll#50)
	4825	(	2 0 4308.1093709201 2 5691.8895728093 )	53.9035015515 (ExtendedPoll#50)
	4826	(	2 0 4308.0634893453 2 5691.9352436871 )	53.9034508749 (ExtendedPoll#50)
	4827	(	2 0 4307.8799630460 2 5692.1179271984 )	53.9032482824 (ExtendedPoll#50)
	4828	(	2 0 4307.1458578490 2 5692.8486612434 )	53.9024397326 (ExtendedPoll#50)
	4829	(	2 0 4304.2094370610 2 5695.7715974237 )	53.8992346674 (ExtendedPoll#50)
	4830	(	2 0 4292.4637539088 2 5707.4633421446 )	53.8868812553 (ExtendedPoll#50)
	4831	(	2 0 4245.4810213003 2 5754.2303210285 )	53.8449818536 (ExtendedPoll#50)
	4832	(	2 0 4057.5500908662 2 5941.2982365638 )	53.8003145611 (ExtendedPoll#50)
	4836	(	2 0 4057.3125325273 2 5942.2454844463 )	53.7939890318 (ExtendedPoll#50)
	4843	(	2 0 4057.4393884670 2 5942.4540943610 )	53.7909379794 (ExtendedPoll#50)
	4844	(	2 0 4057.1333775009 2 5942.8346355240 )	53.7903471560 (ExtendedPoll#50)
	4847	(	2 0 4057.6371760427 2 5942.3623976952 )	53.7899322822 (ExtendedPoll#50)
	4867	(	2 0 4057.6378562203 2 5942.3617292243 )	53.7899320010 (ExtendedPoll#50)
	4868	(	2 0 4057.6398967532 2 5942.3597238116 )	53.7899311575 (ExtendedPoll#50)
	4869	(	2 0 4057.6480588849 2 5942.3517021609 )	53.7899277838 (ExtendedPoll#50)
	4878	(	2 0 4057.6479540349 2 5942.3519162868 )	53.7899268277 (ExtendedPoll#50)
	4882	(	2 0 4057.6478865326 2 5942.3520145431 )	53.7899265685 (ExtendedPoll#50)
	4883	(	2 0 4057.6476840256 2 5942.3523093118 )	53.7899257907 (ExtendedPoll#50)
	4895	(	2 0 4057.6476847788 2 5942.3523129602 )	53.7899257509 (ExtendedPoll#50)
	4899	(	2 0 4057.6476860982 2 5942.3523116454 )	53.7899257506 (ExtendedPoll#50)
	4900	(	2 0 4057.6476900565 2 5942.3523077012 )	53.7899257494 (ExtendedPoll#50)
	4901	(	2 0 4057.6477058896 2 5942.3522919242 )	53.7899257448 (ExtendedPoll#50)
	4902	(	2 0 4057.6477692222 2 5942.3522288165 )	53.7899257264 (ExtendedPoll#50)
	4903	(	2 0 4057.6480225525 2 5942.3519763854 )	53.7899256529 (ExtendedPoll#50)
	4914	(	2 0 4057.6480214853 2 5942.3519779120 )	53.7899256490 (ExtendedPoll#50)
	4921	(	2 0 4057.6480212763 2 5942.3519783281 )	53.7899256472 (ExtendedPoll#50)
	4924	(	2 0 4057.6480210350 2 5942.3519787264 )	53.7899256458 (ExtendedPoll#50)
	4927	(	2 0 4057.6480213991 2 5942.3519784360 )	53.7899256451 (ExtendedPoll#50)
	4931	(	2 0 4057.6480219221 2 5942.3519780358 )	53.7899256438 (ExtendedPoll#50)
	4935	(	2 0 4057.6480221025 2 5942.3519778887 )	53.7899256435 (ExtendedPoll#50)
	4940	(	2 0 4057.6480219897 2 5942.3519780086 )	53.7899256435 (ExtendedPoll#50)
	4945	(	2 0 4057.6480219698 2 5942.3519780298 )	53.7899256435 (ExtendedPoll#50)
	4949	(	3 0 3210.2137213322 2 3039.6012428177 1 3750.1834642275 )	46.5946997610
	4950	(	3 0 3210.1935386677 2 3039.6736984988 1 3750.1312651323 )	46.5946883143
	4951	(	3 0 3210.1128080096 2 3039.9635212235 1 3749.9224687515 )	46.5946426050
	4952	(	3 0 3209.7898853771 2 3041.1228121224 1 3749.0872832281 )	46.5944610083
	4977	(	2 0 4999.9515314082 2 5000.0370988583 )	55.9016212277 (ExtendedPoll#51)
	4978	(	2 0 4999.8061545413 2 5000.1484243416 )	55.9013860644 (ExtendedPoll#51)
	4979	(	2 0 4999.2246470737 2 5000.5937262748 )	55.9004460290 (ExtendedPoll#51)
	4980	(	2 0 4996.8986172034 2 5002.3749340079 )	55.8966957757 (ExtendedPoll#51)
	4981	(	2 0 4987.5944977221 2 5009.4997649402 )	55.8818532664 (ExtendedPoll#51)
	4982	(	2 0 4950.3780197968 2 5037.9990886692 )	55.8250376177 (ExtendedPoll#51)
	4983	(	2 0 4801.5121080959 2 5151.9963835853 )	55.6398202521 (ExtendedPoll#51)
	4985	(	2 0 4799.9016587469 2 5159.6391940553 )	55.5631771412 (ExtendedPoll#51)
	4986	(	2 0 4795.0703106998 2 5182.5676254652 )	55.3341978198 (ExtendedPoll#51)
	4987	(	2 0 4780.2214217867 2 5210.0817431571 )	55.1338115001 (ExtendedPoll#51)
	4992	(	2 0 4799.2192649549 2 5198.7267104589 )	55.1133076930 (ExtendedPoll#51)
	5003	(	2 0 4800.1328196439 2 5199.0717458199 )	55.1020064789 (ExtendedPoll#51)
	5007	(	2 0 4800.6067634573 2 5199.1893521250 )	55.0968559487 (ExtendedPoll#51)
	5013	(	2 0 4800.7025918042 2 5199.2649685543 )	55.0952132428 (ExtendedPoll#51)
	5019	(	2 0 4800.7285047755 2 5199.2488491668 )	55.0951932210 (ExtendedPoll#51)
	5021	(	2 0 4800.7568088740 2 5199.2374387295 )	55.0950994742 (ExtendedPoll#51)
	5025	(	2 0 4800.7456186612 2 5199.2478121856 )	55.0950685340 (ExtendedPoll#51)
	5026	(	2 0 4800.7120480229 2 5199.2789325537 )	55.0949757164 (ExtendedPoll#51)
	5027	(	2 0 4800.5777654696 2 5199.4034140262 )	55.0946044924 (ExtendedPoll#51)
	5028	(	2 0 4800.0406352565 2 5199.9013399163 )	55.0931203333 (ExtendedPoll#51)
	5029	(	2 0 4797.8921144041 2 5201.8930434766 )	55.0871954955 (ExtendedPoll#51)
	5030	(	2 0 4789.2980309945 2 5209.8598577177 )	55.0636852238 (ExtendedPoll#51)
	5031	(	2 0 4754.9216973563 2 5241.7271146822 )	54.9726888507 (ExtendedPoll#51)
	5032	(	2 0 4617.4163628032 2 5369.1961425400 )	54.6586519092 (ExtendedPoll#51)
	5033	(	2 0 4067.3950245908 2 5879.0722539713 )	54.2760732951 (ExtendedPoll#51)
	5037	(	2 0 4078.4498040205 2 5879.1268454747 )	54.1738605186 (ExtendedPoll#51)
	5038	(	2 0 4111.6141423099 2 5879.2906199847 )	53.8682373433 (ExtendedPoll#51)
	5039	(	2 0 4135.6344037869 2 5859.2009467494 )	53.8353496249 (ExtendedPoll#51)
	5047	(	2 0 4139.1419078776 2 5857.4881383315 )	53.8193865804 (ExtendedPoll#51)
	5052	(	2 0 4141.0884361692 2 5857.6587367795 )	53.8000899204 (ExtendedPoll#51)
	5057	(	2 0 4141.5688840483 2 5857.7459552361 )	53.7949073397 (ExtendedPoll#51)
	5060	(	2 0 4141.9346044712 2 5857.4223513050 )	53.7945977867 (ExtendedPoll#51)
	5061	(	2 0 4143.0317657398 2 5856.4515395119 )	53.7936730233 (ExtendedPoll#51)
	5062	(	2 0 4147.4204108144 2 5852.5682923396 )	53.7900323766 (ExtendedPoll#51)
	5073	(	2 0 4147.4162293615 2 5852.5829669923 )	53.7899332894 (ExtendedPoll#51)
	5084	(	2 0 4147.4160645968 2 5852.5834144589 )	53.7899306065 (ExtendedPoll#51)
	5085	(	2 0 4147.4153897141 2 5852.5840882751 )	53.7899304432 (ExtendedPoll#51)
	5086	(	2 0 4147.4133650660 2 5852.5861097238 )	53.7899299534 (ExtendedPoll#51)
	5087	(	2 0 4147.4052664734 2 5852.5941955188 )	53.7899279944 (ExtendedPoll#51)
	5088	(	2 0 4147.3728721030 2 5852.6265386988 )	53.7899201620 (ExtendedPoll#51)
	5089	(	2 0 4147.2432946213 2 5852.7559114185 )	53.7898888919 (ExtendedPoll#51)
	5090	(	2 0 4146.7249846949 2 5853.2734022975 )	53.7897647629 (ExtendedPoll#51)
	5091	(	2 0 4144.6517449892 2 5855.3433658132 )	53.7892834747 (ExtendedPoll#51)
	5092	(	2 0 4136.3587861663 2 5863.6232198764 )	53.7876021773 (ExtendedPoll#51)
	5093	(	2 0 4103.1869508749 2 5896.7426361291 )	53.7847922558 (ExtendedPoll#51)
	5101	(	2 0 4103.1682983337 2 5896.8007512235 )	53.7844302124 (ExtendedPoll#51)
	5106	(	2 0 4103.1669213843 2 5896.8312377825 )	53.7841632090 (ExtendedPoll#51)
	5113	(	2 0 4103.1650483182 2 5896.8345609654 )	53.7841499007 (ExtendedPoll#51)
	5116	(	2 0 4103.1624316887 2 5896.8373367825 )	53.7841484300 (ExtendedPoll#51)
	5126	(	2 0 4103.1626410673 2 5896.8372227473 )	53.7841475564 (ExtendedPoll#51)
	5130	(	2 0 4103.1625629696 2 5896.8373128117 )	53.7841474463 (ExtendedPoll#51)
	5131	(	2 0 4103.1623286764 2 5896.8375830050 )	53.7841471160 (ExtendedPoll#51)
	5140	(	2 0 4103.1623613751 2 5896.8376095974 )	53.7841465724 (ExtendedPoll#51)
	5141	(	2 0 4103.1623318769 2 5896.8376613910 )	53.7841463677 (ExtendedPoll#51)
	5145	(	2 0 4103.1623225735 2 5896.8376730311 )	53.7841463463 (ExtendedPoll#51)
	5155	(	2 0 4103.1623243672 2 5896.8376725291 )	53.7841463344 (ExtendedPoll#51)
	5158	(	2 0 4103.1623260046 2 5896.8376734171 )	53.7841463113 (ExtendedPoll#51)
	5162	(	2 0 4103.1623267413 2 5896.8376728473 )	53.7841463097 (ExtendedPoll#51)
	5170	(	2 0 4103.1623267301 2 5896.8376730798 )	53.7841463077 (ExtendedPoll#51)
	5172	(	2 0 4103.1623264493 2 5896.8376734513 )	53.7841463069 (ExtendedPoll#51)
	5177	(	2 0 4103.1623262249 2 5896.8376736923 )	53.7841463067 (ExtendedPoll#51)
	5178	(	2 0 4103.1623255517 2 5896.8376744152 )	53.7841463063 (ExtendedPoll#51)
	5184	(	2 0 4103.1623256446 2 5896.8376743450 )	53.7841463061 (ExtendedPoll#51)
	5196	(	2 0 4552.7863948639 2 5335.4101869888 )	55.5680147602 (ExtendedPoll#52)
	5206	(	2 0 4572.0026040455 2 5394.8057426411 )	54.7532818545 (ExtendedPoll#52)
	5208	(	2 0 4528.3294013600 2 5438.4789453267 )	54.6428900648 (ExtendedPoll#52)
	5209	(	2 0 4397.3097933033 2 5569.4985533833 )	54.3697111024 (ExtendedPoll#52)
	5210	(	2 0 3873.2313610768 2 6093.5769856098 )	54.2139782157 (ExtendedPoll#52)
	5219	(	2 0 3901.1822107956 2 6079.1648287236 )	54.0675524851 (ExtendedPoll#52)
	5224	(	2 0 3904.6760670104 2 6094.4504496635 )	53.9053251878 (ExtendedPoll#52)
	5232	(	2 0 3905.5158378706 2 6093.9518756993 )	53.9014892203 (ExtendedPoll#52)
	5236	(	2 0 3905.9712291027 2 6093.7758394257 )	53.8986171016 (ExtendedPoll#52)
	5241	(	2 0 3906.2152648514 2 6093.7828499557 )	53.8962262883 (ExtendedPoll#52)
	5247	(	2 0 3906.2570598051 2 6093.7383694092 )	53.8962008251 (ExtendedPoll#52)
	5248	(	2 0 3906.3824446664 2 6093.6049277697 )	53.8961245036 (ExtendedPoll#52)
	5249	(	2 0 3906.8839841115 2 6093.0711612115 )	53.8958202370 (ExtendedPoll#52)
	5250	(	2 0 3908.8901418918 2 6090.9360949789 )	53.8946194836 (ExtendedPoll#52)
	5251	(	2 0 3916.9147730132 2 6082.3958300485 )	53.8900773214 (ExtendedPoll#52)
	5252	(	2 0 3949.0132974987 2 6048.2347703268 )	53.8760722747 (ExtendedPoll#52)
	5254	(	2 0 3952.3160834518 2 6046.1534692613 )	53.8626856098 (ExtendedPoll#52)
	5262	(	2 0 3953.1776056142 2 6046.6132320786 )	53.8505840740 (ExtendedPoll#52)
	5265	(	2 0 3953.5789384631 2 6046.3350499844 )	53.8491773294 (ExtendedPoll#52)
	5274	(	2 0 3953.6091921986 2 6046.3390542165 )	53.8488567166 (ExtendedPoll#52)
	5275	(	2 0 3953.6616312293 2 6046.3078233717 )	53.8486289876 (ExtendedPoll#52)
	5276	(	2 0 3953.7497026781 2 6046.2232971719 )	53.8485221437 (ExtendedPoll#52)
	5277	(	2 0 3954.0139170244 2 6045.9697185726 )	53.8482018728 (ExtendedPoll#52)
	5288	(	2 0 3954.0185845590 2 6045.9794463233 )	53.8480741214 (ExtendedPoll#52)
	5294	(	2 0 3954.0184347508 2 6045.9813477797 )	53.8480591976 (ExtendedPoll#52)
	5306	(	2 0 3954.0185244766 2 6045.9812692933 )	53.8480590234 (ExtendedPoll#52)
	5307	(	2 0 3954.0187936542 2 6045.9810338338 )	53.8480585006 (ExtendedPoll#52)
	5308	(	2 0 3954.0198703645 2 6045.9800919962 )	53.8480564096 (ExtendedPoll#52)
	5313	(	2 0 3954.0199556739 2 6045.9800087306 )	53.8480563182 (ExtendedPoll#52)
	5314	(	2 0 3954.0202116021 2 6045.9797589338 )	53.8480560440 (ExtendedPoll#52)
	5315	(	2 0 3954.0212353150 2 6045.9787597466 )	53.8480549472 (ExtendedPoll#52)
	5325	(	2 0 3954.0212561678 2 6045.9787384550 )	53.8480549329 (ExtendedPoll#52)
	5326	(	2 0 3954.0213187265 2 6045.9786745799 )	53.8480548901 (ExtendedPoll#52)
	5327	(	2 0 3954.0215689610 2 6045.9784190796 )	53.8480547188 (ExtendedPoll#52)
	5328	(	2 0 3954.0225698990 2 6045.9773970786 )	53.8480540335 (ExtendedPoll#52)
	5329	(	2 0 3954.0265736512 2 6045.9733090745 )	53.8480512924 (ExtendedPoll#52)
	5330	(	2 0 3954.0425886598 2 6045.9569570580 )	53.8480403289 (ExtendedPoll#52)
	5331	(	2 0 3954.1066486941 2 6045.8915489921 )	53.8479964904 (ExtendedPoll#52)
	5332	(	2 0 3954.3628888317 2 6045.6299167285 )	53.8478213863 (ExtendedPoll#52)
	5333	(	2 0 3955.3878493820 2 6044.5833876740 )	53.8471249631 (ExtendedPoll#52)
	5334	(	2 0 3959.4876915833 2 6040.3972714563 )	53.8444031448 (ExtendedPoll#52)
	5335	(	2 0 3975.8870603884 2 6023.6528065852 )	53.8345365224 (ExtendedPoll#52)
	5336	(	2 0 4041.4845356089 2 5956.6749471009 )	53.8113115046 (ExtendedPoll#52)
	5339	(	2 0 4041.6035546824 2 5956.7020629246 )	53.8099638531 (ExtendedPoll#52)
	5340	(	2 0 4041.9606119028 2 5956.7834103954 )	53.8059210158 (ExtendedPoll#52)
	5341	(	2 0 4042.3009558066 2 5957.1335637099 )	53.7996303534 (ExtendedPoll#52)
	5342	(	2 0 4043.0741932721 2 5956.5373221342 )	53.7977822528 (ExtendedPoll#52)
	5345	(	2 0 4043.9165231091 2 5956.0430131312 )	53.7943836123 (ExtendedPoll#52)
	5347	(	2 0 4044.5989169010 2 5955.3444124866 )	53.7942993075 (ExtendedPoll#52)
	5348	(	2 0 4046.6460982769 2 5953.2486105531 )	53.7940631506 (ExtendedPoll#52)
	5349	(	2 0 4054.8348237804 2 5944.8654028188 )	53.7933696899 (ExtendedPoll#52)
	5360	(	2 0 4055.0724354313 2 5944.9214870586 )	53.7906651766 (ExtendedPoll#52)
	5370	(	2 0 4055.0761548684 2 5944.9206398974 )	53.7906383460 (ExtendedPoll#52)
	5374	(	2 0 4055.0778890903 2 5944.9198458871 )	53.7906294220 (ExtendedPoll#52)
	5375	(	2 0 4055.0811305415 2 5944.9178346926 )	53.7906174793 (ExtendedPoll#52)
	5378	(	2 0 4055.0777945058 2 5944.9220743514 )	53.7906102701 (ExtendedPoll#52)
	5392	(	2 0 4055.0778330577 2 5944.9221198097 )	53.7906095046 (ExtendedPoll#52)
	5393	(	2 0 4055.0777705351 2 5944.9222213074 )	53.7906091714 (ExtendedPoll#52)
	5395	(	2 0 4055.0780084500 2 5944.9219823862 )	53.7906091154 (ExtendedPoll#52)
	5396	(	2 0 4055.0787221949 2 5944.9212656228 )	53.7906089474 (ExtendedPoll#52)
	5397	(	2 0 4055.0815771745 2 5944.9183985692 )	53.7906082755 (ExtendedPoll#52)
	5398	(	2 0 4055.0929970928 2 5944.9069303548 )	53.7906055884 (ExtendedPoll#52)
	5399	(	2 0 4055.1386767659 2 5944.8610574972 )	53.7905948477 (ExtendedPoll#52)
	5400	(	2 0 4055.3213954584 2 5944.6775660669 )	53.7905520064 (ExtendedPoll#52)
	5401	(	2 0 4056.0522702285 2 5943.9436003453 )	53.7903825885 (ExtendedPoll#52)
	5402	(	2 0 4058.9757693086 2 5941.0077374592 )	53.7897360619 (ExtendedPoll#52)
	5403	(	2 0 4070.6697656292 2 5929.2642859147 )	53.7876477253 (ExtendedPoll#52)
	5404	(	2 0 4117.4457509116 2 5882.2904797367 )	53.7872228417 (ExtendedPoll#52)
	5407	(	2 0 4117.6891202600 2 5882.3097520301 )	53.7848204977 (ExtendedPoll#52)
	5422	(	2 0 4117.6899942270 2 5882.3093703541 )	53.7848160313 (ExtendedPoll#52)
	5423	(	2 0 4117.6915671836 2 5882.3082915651 )	53.7848116087 (ExtendedPoll#52)
	5429	(	2 0 4117.6919572521 2 5882.3080173020 )	53.7848105741 (ExtendedPoll#52)
	5436	(	2 0 4117.6920091373 2 5882.3079879653 )	53.7848103706 (ExtendedPoll#52)
	5439	(	2 0 4117.6920521121 2 5882.3079466630 )	53.7848103589 (ExtendedPoll#52)
	5447	(	2 0 4117.6920497867 2 5882.3079495734 )	53.7848103533 (ExtendedPoll#52)
	5457	(	2 0 4117.6920499996 2 5882.3079496675 )	53.7848103505 (ExtendedPoll#52)
	5460	(	2 0 4117.6920502143 2 5882.3079495774 )	53.7848103493 (ExtendedPoll#52)
	5463	(	2 0 4117.6920504410 2 5882.3079495242 )	53.7848103478 (ExtendedPoll#52)
	5469	(	2 0 4117.6920503703 2 5882.3079496167 )	53.7848103475 (ExtendedPoll#52)
	5480	(	2 0 4909.1597287779 2 5083.8525395201 )	55.5960691542 (ExtendedPoll#53)
	5481	(	2 0 4636.6389440201 2 5335.4101869888 )	54.8753885588 (ExtendedPoll#53)
	5490	(	2 0 4690.7937153502 2 5303.9654810552 )	54.7846942177 (ExtendedPoll#53)
	5492	(	2 0 4565.0148916158 2 5429.7443047896 )	54.4304906658 (ExtendedPoll#53)
	5493	(	2 0 4187.6784204127 2 5807.0807759926 )	53.8546415124 (ExtendedPoll#53)
	5505	(	2 0 4195.7852586612 2 5799.5744442811 )	53.8531825911 (ExtendedPoll#53)
	5506	(	2 0 4220.1057734067 2 5777.0554491463 )	53.8508015438 (ExtendedPoll#53)
	5508	(	2 0 4231.5699891117 2 5766.4646974951 )	53.8504789320 (ExtendedPoll#53)
	5511	(	2 0 4237.6296459843 2 5761.5514621930 )	53.8439440609 (ExtendedPoll#53)
	5518	(	2 0 4239.1257943732 2 5760.2958576158 )	53.8427664280 (ExtendedPoll#53)
	5523	(	2 0 4239.9101207378 2 5759.7136904120 )	53.8414160967 (ExtendedPoll#53)
	5527	(	2 0 4239.7094543134 2 5760.1588457372 )	53.8388916705 (ExtendedPoll#53)
	5531	(	2 0 4239.2194102715 2 5760.6452645620 )	53.8385475799 (ExtendedPoll#53)
	5532	(	2 0 4237.7492781460 2 5762.1045210365 )	53.8375232191 (ExtendedPoll#53)
	5533	(	2 0 4231.8687496437 2 5767.9415469345 )	53.8335445270 (ExtendedPoll#53)
	5534	(	2 0 4208.3466356348 2 5791.2896505265 )	53.8195350703 (ExtendedPoll#53)
	5535	(	2 0 4114.2581795991 2 5884.6820648944 )	53.7943112519 (ExtendedPoll#53)
	5548	(	2 0 4114.9485701934 2 5884.6988048671 )	53.7878427663 (ExtendedPoll#53)
	5551	(	2 0 4115.3912731659 2 5884.4929138652 )	53.7856923145 (ExtendedPoll#53)
	5557	(	2 0 4115.5104388474 2 5884.4664511137 )	53.7848465681 (ExtendedPoll#53)
	5563	(	2 0 4115.5040354705 2 5884.4803013045 )	53.7847774342 (ExtendedPoll#53)
	5569	(	2 0 4115.5085943246 2 5884.4864188582 )	53.7846793465 (ExtendedPoll#53)
	5571	(	2 0 4115.5038751700 2 5884.4924136225 )	53.7846672332 (ExtendedPoll#53)
	5576	(	2 0 4115.5033916134 2 5884.4961975456 )	53.7846367702 (ExtendedPoll#53)
	5585	(	2 0 4115.5032700638 2 5884.4964026531 )	53.7846359908 (ExtendedPoll#53)
	5586	(	2 0 4115.5029054151 2 5884.4970179759 )	53.7846336525 (ExtendedPoll#53)
	5594	(	2 0 4115.5029626983 2 5884.4970015034 )	53.7846332805 (ExtendedPoll#53)
	5598	(	2 0 4115.5030374021 2 5884.4969624551 )	53.7846329574 (ExtendedPoll#53)
	5619	(	2 0 4115.5030374174 2 5884.4969625705 )	53.7846329562 (ExtendedPoll#53)
	5637	(	2 0 4975.5429968599 2 5019.6529315723 )	55.8517940762 (ExtendedPoll#54)
	5638	(	2 0 4902.1720163482 2 5078.6117551978 )	55.7134020563 (ExtendedPoll#54)
	5639	(	2 0 4608.6880943013 2 5314.4470496997 )	55.3395226272 (ExtendedPoll#54)
	5643	(	2 0 4552.7863948639 2 5426.2504485747 )	54.5705629398 (ExtendedPoll#54)
	5648	(	2 0 4591.6555452540 2 5405.2873112856 )	54.4751741266 (ExtendedPoll#54)
	5661	(	2 0 4592.5840273072 2 5406.3096224852 )	54.4562806449 (ExtendedPoll#54)
	5665	(	2 0 4592.3579843636 2 5406.7424094230 )	54.4534252540 (ExtendedPoll#54)
	5666	(	2 0 4591.6798555328 2 5408.0407702362 )	54.4448631609 (ExtendedPoll#54)
	5672	(	2 0 4591.6012203107 2 5408.2719044772 )	54.4429899385 (ExtendedPoll#54)
	5676	(	2 0 4591.5696196138 2 5408.3898106624 )	54.4419637140 (ExtendedPoll#54)
	5680	(	2 0 4591.5680918914 2 5408.4202901410 )	54.4416432602 (ExtendedPoll#54)
	5686	(	2 0 4591.5700204171 2 5408.4276717726 )	54.4415465559 (ExtendedPoll#54)
	5688	(	2 0 4591.5654575021 2 5408.4337863066 )	54.4415176321 (ExtendedPoll#54)
	5695	(	2 0 4591.5646332830 2 5408.4348538518 )	54.4415128113 (ExtendedPoll#54)
	5699	(	2 0 4591.5645519834 2 5408.4353237071 )	54.4415083512 (ExtendedPoll#54)
	5707	(	2 0 4591.5646115597 2 5408.4353255431 )	54.4415078361 (ExtendedPoll#54)
	5712	(	2 0 4591.5645990175 2 5408.4353525777 )	54.4415076449 (ExtendedPoll#54)
	5713	(	2 0 4591.5645613907 2 5408.4354336816 )	54.4415070710 (ExtendedPoll#54)
	5722	(	2 0 4591.5645699689 2 5408.4354275629 )	54.4415070666 (ExtendedPoll#54)
	5729	(	2 0 4591.5645717027 2 5408.4354268822 )	54.4415070596 (ExtendedPoll#54)
	5731	(	2 0 4591.5645704450 2 5408.4354282562 )	54.4415070551 (ExtendedPoll#54)
	5732	(	2 0 4591.5645666721 2 5408.4354323781 )	54.4415070414 (ExtendedPoll#54)
	5737	(	2 0 4591.5645657541 2 5408.4354339988 )	54.4415070313 (ExtendedPoll#54)
	5747	(	2 0 4591.5645658577 2 5408.4354341268 )	54.4415070290 (ExtendedPoll#54)
	5771	(	2 0 4999.4391479660 2 5000.4028159491 )	55.9011173930 (ExtendedPoll#55)
	5772	(	2 0 4997.7566207727 2 5001.6112927051 )	55.8993758016 (ExtendedPoll#55)
	5773	(	2 0 4991.0265119995 2 5006.4451997289 )	55.8924862980 (ExtendedPoll#55)
	5774	(	2 0 4964.1060769066 2 5025.7808278241 )	55.8661643975 (ExtendedPoll#55)
	5775	(	2 0 4856.4243365351 2 5103.1233402051 )	55.7810605478 (ExtendedPoll#55)
	5778	(	2 0 4863.9579639983 2 5116.7712160443 )	55.5599122421 (ExtendedPoll#55)
	5779	(	2 0 4848.2356110316 2 5143.8486017093 )	55.3646109717 (ExtendedPoll#55)
	5785	(	2 0 4842.8037564475 2 5149.4715265551 )	55.3415309539 (ExtendedPoll#55)
	5786	(	2 0 4826.5081926955 2 5166.3403010924 )	55.2731138922 (ExtendedPoll#55)
	5787	(	2 0 4761.3259376873 2 5233.8153992415 )	55.0119577195 (ExtendedPoll#55)
	5790	(	2 0 4739.4893363446 2 5256.0887326112 )	54.9328003343 (ExtendedPoll#55)
	5791	(	2 0 4673.9795323162 2 5322.9087327200 )	54.7090508194 (ExtendedPoll#55)
	5793	(	2 0 4628.5594015233 2 5364.8350072982 )	54.6149385255 (ExtendedPoll#55)
	5794	(	2 0 4492.2990091444 2 5490.6138310325 )	54.3872651867 (ExtendedPoll#55)
	5795	(	2 0 3947.2574396288 2 5993.7291259700 )	54.3655883138 (ExtendedPoll#55)
	5803	(	2 0 3928.0412304472 2 6053.1246816223 )	54.0330892795 (ExtendedPoll#55)
	5812	(	2 0 3929.8700458096 2 6060.7129005889 )	53.9508748031 (ExtendedPoll#55)
	5814	(	2 0 3925.2024722726 2 6066.9909234750 )	53.9417691814 (ExtendedPoll#55)
	5815	(	2 0 3911.1997516616 2 6085.8249921331 )	53.9156381344 (ExtendedPoll#55)
	5820	(	2 0 3919.7706176886 2 6078.8372797034 )	53.8929555395 (ExtendedPoll#55)
	5828	(	2 0 3920.5459876347 2 6078.2435971044 )	53.8905945920 (ExtendedPoll#55)
	5829	(	2 0 3922.8720974731 2 6076.4625493074 )	53.8835272419 (ExtendedPoll#55)
	5835	(	2 0 3922.0826531550 2 6077.5957494982 )	53.8814445368 (ExtendedPoll#55)
	5841	(	2 0 3922.3040046412 2 6077.4927773412 )	53.8802087502 (ExtendedPoll#55)
	5844	(	2 0 3922.2317402049 2 6077.7259640948 )	53.8789219399 (ExtendedPoll#55)
	5854	(	2 0 3922.2265169811 2 6077.7403010701 )	53.8788502601 (ExtendedPoll#55)
	5855	(	2 0 3922.2108473095 2 6077.7833119959 )	53.8786352255 (ExtendedPoll#55)
	5861	(	2 0 3922.2085611664 2 6077.7905908301 )	53.8785953531 (ExtendedPoll#55)
	5867	(	2 0 3922.2107347292 2 6077.7889934610 )	53.8785881820 (ExtendedPoll#55)
	5876	(	2 0 3922.2108535295 2 6077.7889835942 )	53.8785871342 (ExtendedPoll#55)
	5877	(	2 0 3922.2110146221 2 6077.7888078314 )	53.8785870886 (ExtendedPoll#55)
	5878	(	2 0 3922.2114979001 2 6077.7882805429 )	53.8785869518 (ExtendedPoll#55)
	5879	(	2 0 3922.2134310120 2 6077.7861713891 )	53.8785864048 (ExtendedPoll#55)
	5880	(	2 0 3922.2211634595 2 6077.7777347737 )	53.8785842169 (ExtendedPoll#55)
	5881	(	2 0 3922.2520932495 2 6077.7439883121 )	53.8785754693 (ExtendedPoll#55)
	5882	(	2 0 3922.3758124097 2 6077.6090024659 )	53.8785405430 (ExtendedPoll#55)
	5883	(	2 0 3922.8706890504 2 6077.0690590808 )	53.8784018624 (ExtendedPoll#55)
	5884	(	2 0 3924.8501956130 2 6074.9092855406 )	53.8778635334 (ExtendedPoll#55)
	5885	(	2 0 3932.7682218633 2 6066.2701913799 )	53.8759723517 (ExtendedPoll#55)
	5886	(	2 0 3964.4403268649 2 6031.7138147370 )	53.8725913899 (ExtendedPoll#55)
	5888	(	2 0 3964.6765257473 2 6031.6520794236 )	53.8708963698 (ExtendedPoll#55)
	5889	(	2 0 3965.3851223947 2 6031.4668734835 )	53.8658119765 (ExtendedPoll#55)
	5890	(	2 0 3968.2195089840 2 6030.7260497231 )	53.8454844045 (ExtendedPoll#55)
	5892	(	2 0 3966.5220544265 2 6032.9062978884 )	53.8426385768 (ExtendedPoll#55)
	5893	(	2 0 3964.0381410238 2 6035.9224784489 )	53.8400218659 (ExtendedPoll#55)
